job_family_id,family_group_id,major_category_num,major_category_label,major_category_icon,job_family_name_ko,typical_roles_json,scope,industry_sensitive,question_engine_key,created_at,updated_at
JF_CON_04,FG_CONSTRUCTION,14,건설·건축,🏗️,건설안전·환경기사,"[""건설안전관리자"", ""비파괴검사기사"", ""건설안전기사""]",기타특화,False,JF_CON_04,2026-03-17T00:39:45,2026-03-23T00:00:00
JF_CON_05,FG_CONSTRUCTION,14,건설·건축,🏗️,인테리어·공간기획,"[""실내건축기사"", ""인테리어기획자"", ""공간기획자"", ""인테리어설계담당""]",기타특화,False,JF_CON_05,2026-03-17T00:39:45,2026-03-23T00:00:00
JF_CON_06,FG_CONSTRUCTION,14,건설·건축,🏗️,도시계획·조경·부동산,"[""도시설계담당"", ""조경기사"", ""조경설계담당"", ""공인중개사"", ""감정평가사"", ""환경기사"", ""비파괴검사원"", ""분양매니저""]",기타특화,False,JF_CON_06,2026-03-17T00:39:45,2026-03-23T00:00:00
JF_SVC_01,FG_SERVICE,15,서비스·식음료,🍽️,호텔·항공·여행,"[""호텔리어"", ""승무원(항공)"", ""여행에이전트"", ""여행가이드"", ""객실담당"", ""프론트담당"", ""호텔종사자"", ""승무원""]",기타특화,False,JF_SVC_01,2026-03-17T00:39:45,2026-03-23T00:00:00
JF_SVC_02,FG_SERVICE,15,서비스·식음료,🍽️,식·음료·F&B,"[""요리사"", ""조리사"", ""셰프·주방장"", ""제과제빵사"", ""바리스타"", ""카페·레스토랑매니저"", ""홀서버"", ""주방보조"", ""소믈리에·바텐더"", ""영양사"", ""푸드스타일리스트"", ""식품연구원(현장)""]",기타특화,False,JF_SVC_02,2026-03-17T00:39:45,2026-03-23T00:00:00
JF_SVC_03,FG_SERVICE,15,서비스·식음료,🍽️,뷰티·미용·웰니스,"[""헤어디자이너"", ""피부관리사"", ""네일아티스트"", ""뷰티테라피스트"", ""메이크업아티스트"", ""뷰티·미용사"", ""애견미용사"", ""애견훈련사"", ""스타일리스트""]",기타특화,False,JF_SVC_03,2026-03-17T00:39:45,2026-03-23T00:00:00
JF_SVC_04,FG_SERVICE,15,서비스·식음료,🍽️,경호·경비·시설보안,"[""경호원"", ""경비원"", ""시설보안요원"", ""청원경찰""]",기타특화,False,JF_SVC_04,2026-03-17T00:39:45,2026-03-23T00:00:00
JF_SVC_05,FG_SERVICE,15,서비스·식음료,🍽️,스포츠·레저·트레이너,"[""스포츠강사"", ""퍼스널트레이너(PT)"", ""체육지도자""]",기타특화,False,JF_SVC_05,2026-03-17T00:39:45,2026-03-23T00:00:00
JF_SVC_06,FG_SERVICE,15,서비스·식음료,🍽️,기능·숙련기술직,"[""정비기사"", ""설치·수리기사"", ""전기공"", ""배관공"", ""용접공"", ""냉동설비기사"", ""도장공"", ""기계수리기사"", ""용접사""]",기타특화,False,JF_SVC_06,2026-03-17T00:39:45,2026-03-23T00:00:00
JF_SVC_07,FG_SERVICE,15,서비스·식음료,🍽️,공공·사회서비스현장직,"[""환경미화원"", ""장례지도사"", ""주차관리원"", ""사회서비스현장직"", ""가사도우미"", ""플로리스트"", ""주차·주유원""]",공공특화,False,JF_SVC_07,2026-03-17T00:39:45,2026-03-23T00:00:00
JF_SVC_08,FG_SERVICE,15,서비스·식음료,🍽️,매장관리·점장·리테일운영,"[""매장관리자"", ""점장"", ""샵매니저"", ""리테일운영담당"", ""스토어매니저"", ""매장슈퍼바이저""]",산업특화,False,JF_SVC_08,2026-03-17T00:39:45,2026-03-23T00:00:00
JF_SVC_09,FG_SERVICE,15,서비스·식음료,🍽️,고객서비스·판매직,"[""판매사원"", ""고객서비스담당"", ""리테일어소시에이트"", ""매장직원"", ""판매원"", ""안내데스크담당"", ""리셉셔니스트"", ""운영보조""]",산업특화,False,JF_SVC_09,2026-03-17T00:39:45,2026-03-23T00:00:00
JF_SVC_10,FG_SERVICE,15,서비스·식음료,🍽️,이벤트·웨딩·플래너,"[""이벤트플래너"", ""웨딩플래너"", ""행사기획자"", ""이벤트운영"", ""이벤트MC""]",기타특화,False,JF_SVC_10,2026-03-17T00:39:45,2026-03-23T00:00:00
JF_MED_01,FG_MEDIA,16,미디어·문화·스포츠,🎬,PD·감독·연출,"[""PD"", ""방송연출담당"", ""영화감독"", ""크리에이티브디렉터"", ""방송작가PD"", ""스태프"", ""배급담당"", ""제작자""]",기타특화,False,JF_MED_01,2026-03-17T00:39:45,2026-03-23T00:00:00
JF_MED_02,FG_MEDIA,16,미디어·문화·스포츠,🎬,영상편집·촬영·포토,"[""영상편집자"", ""촬영감독"", ""포토그래퍼"", ""VFX아티스트"", ""컴포지터""]",기타특화,False,JF_MED_02,2026-03-17T00:39:45,2026-03-23T00:00:00
JF_MED_03,FG_MEDIA,16,미디어·문화·스포츠,🎬,작가·카피라이터·기자,"[""카피라이터"", ""작가"", ""콘텐츠에디터"", ""기자"", ""아나운서"", ""기획작가"", ""출판편집자"", ""리포터·성우"", ""출판·편집자""]",기타특화,False,JF_MED_03,2026-03-17T00:39:45,2026-03-23T00:00:00
JF_MED_04,FG_MEDIA,16,미디어·문화·스포츠,🎬,크리에이터·인플루언서,"[""유튜버"", ""크리에이터"", ""인플루언서"", ""스트리머"", ""콘텐츠크리에이터"", ""MC"", ""쇼호스트"", ""모델"", ""연예인매니저"", ""AI콘텐츠크리에이터""]",기타특화,False,JF_MED_04,2026-03-17T00:39:45,2026-03-23T00:00:00
JF_MED_05,FG_MEDIA,16,미디어·문화·스포츠,🎬,사운드·음악·공연기획,"[""사운드엔지니어"", ""작곡가"", ""음반기획자"", ""공연기획자"", ""음악PD""]",기타특화,False,JF_MED_05,2026-03-17T00:39:45,2026-03-23T00:00:00
JF_MED_06,FG_MEDIA,16,미디어·문화·스포츠,🎬,번역·통역,"[""통번역사"", ""번역가"", ""현지화담당"", ""동시통역사"", ""언어전문가""]",전산업공통,False,JF_MED_06,2026-03-17T00:39:45,2026-03-23T00:00:00
JF_MED_07,FG_MEDIA,16,미디어·문화·스포츠,🎬,큐레이터·전시기획·사서,"[""큐레이터"", ""전시기획자"", ""사서"", ""아카이비스트"", ""문화기획자""]",기타특화,False,JF_MED_07,2026-03-17T00:39:45,2026-03-23T00:00:00
JF_MED_08,FG_MEDIA,16,미디어·문화·스포츠,🎬,스포츠행정·에이전트,"[""스포츠에이전트"", ""스포츠행정담당"", ""경기운영담당"", ""리그운영담당"", ""구단운영담당""]",기타특화,False,JF_MED_08,2026-03-17T00:39:45,2026-03-23T00:00:00
JF_BNK_01,FG_FINANCE_FIN,17,금융·보험,🏦,금융사무·은행텔러,"[""은행원"", ""텔러(Teller)"", ""금융사무원"", ""창구직원"", ""출납담당""]",금융특화,False,JF_BNK_01,2026-03-17T00:39:45,2026-03-23T00:00:00
JF_BNK_02,FG_FINANCE_FIN,17,금융·보험,🏦,금융상품영업·PB,"[""PB(프라이빗뱅커)"", ""WM(Wealth Manager)"", ""자산관리사"", ""재무설계사(CFP)""]",금융특화,False,JF_BNK_02,2026-03-17T00:39:45,2026-03-23T00:00:00
JF_BNK_03,FG_FINANCE_FIN,17,금융·보험,🏦,대출·여신심사,"[""대출상담사"", ""여신심사담당"", ""신용심사담당"", ""담보심사담당"", ""모기지담당""]",금융특화,False,JF_BNK_03,2026-03-17T00:39:45,2026-03-23T00:00:00
JF_BNK_04,FG_FINANCE_FIN,17,금융·보험,🏦,보험상담·보험사무,"[""보험상담사"", ""보험사무원"", ""언더라이터(보험)"", ""계약심사담당""]",금융특화,False,JF_BNK_04,2026-03-17T00:39:45,2026-03-23T00:00:00
JF_BNK_05,FG_FINANCE_FIN,17,금융·보험,🏦,보험상품개발·계리,"[""보험상품개발자"", ""보험기획담당"", ""계리사(보조)"", ""상품전략담당""]",금융특화,False,JF_BNK_05,2026-03-17T00:39:45,2026-03-23T00:00:00
JF_BNK_06,FG_FINANCE_FIN,17,금융·보험,🏦,보험설계사,"[""보험설계사"", ""GA보험설계사"", ""재무설계사(FP)"", ""보험컨설턴트""]",금융특화,False,JF_BNK_06,2026-03-17T00:39:45,2026-03-23T00:00:00
JF_BNK_07,FG_FINANCE_FIN,17,금융·보험,🏦,손해사정·클레임,"[""손해사정사"", ""클레임담당"", ""보상담당"", ""배상담당"", ""사고조사담당""]",금융특화,False,JF_BNK_07,2026-03-17T00:39:45,2026-03-23T00:00:00
JF_BNK_08,FG_FINANCE_FIN,17,금융·보험,🏦,심사역·신용분석·IB,"[""심사담당"", ""심사역"", ""신용분석가"", ""IB담당"", ""기업금융담당"", ""인수합병담당"", ""구조화금융""]",금융특화,False,JF_BNK_08,2026-03-17T00:39:45,2026-03-23T00:00:00
JF_BNK_09,FG_FINANCE_FIN,17,금융·보험,🏦,애널리스트·리서치,"[""주식애널리스트"", ""채권애널리스트"", ""리서치담당"", ""투자분석가"", ""섹터애널리스트""]",금융특화,False,JF_BNK_09,2026-03-17T00:39:45,2026-03-23T00:00:00
JF_BNK_10,FG_FINANCE_FIN,17,금융·보험,🏦,딜러·트레이더,"[""외환딜러"", ""주식트레이더"", ""파생상품트레이더"", ""외환관리담당"", ""FX담당""]",금융특화,False,JF_BNK_10,2026-03-17T00:39:45,2026-03-23T00:00:00
JF_BNK_11,FG_FINANCE_FIN,17,금융·보험,🏦,펀드매니저·자산운용,"[""펀드매니저"", ""자산운용역"", ""포트폴리오매니저"", ""운용전략담당""]",금융특화,False,JF_BNK_11,2026-03-17T00:39:45,2026-03-23T00:00:00
JF_BNK_12,FG_FINANCE_FIN,17,금융·보험,🏦,계리사,"[""계리사"", ""보험수리담당"", ""보험계리사"", ""계리분석담당""]",금융특화,False,JF_BNK_12,2026-03-17T00:39:45,2026-03-23T00:00:00
JF_BNK_13,FG_FINANCE_FIN,17,금융·보험,🏦,리스크·금융컴플라이언스,"[""리스크관리담당"", ""금융컴플라이언스"", ""리스크애널리스트"", ""금융내부통제담당""]",금융특화,False,JF_BNK_13,2026-03-17T00:39:45,2026-03-23T00:00:00
JF_BNK_14,FG_FINANCE_FIN,17,금융·보험,🏦,핀테크·디지털금융기획,"[""핀테크기획자"", ""디지털금융담당"", ""금융IT기획자"", ""오픈뱅킹담당"", ""마이데이터담당""]",금융특화,False,JF_BNK_14,2026-03-17T00:39:45,2026-03-23T00:00:00
JF_BNK_15,FG_FINANCE_FIN,17,금융·보험,🏦,부동산투자·신탁,"[""부동산투자담당"", ""신탁업무담당"", ""REITs담당"", ""자산관리(부동산)""]",금융특화,False,JF_BNK_15,2026-03-17T00:39:45,2026-03-23T00:00:00
JF_RND_01,FG_RND,18,연구·R&D,🔬,자연과학·생명과학R&D,"[""R&D연구원"", ""생명과학연구원"", ""신소재연구원"", ""화학연구원"", ""재료공학연구원""]",기타특화,False,JF_RND_01,2026-03-17T00:39:45,2026-03-23T00:00:00
JF_RND_02,FG_RND,18,연구·R&D,🔬,바이오·제약·임상연구,"[""바이오연구원"", ""제약연구원"", ""임상연구원(CRA)"", ""RA담당"", ""규제담당""]",기타특화,False,JF_RND_02,2026-03-17T00:39:45,2026-03-23T00:00:00
JF_RND_03,FG_RND,18,연구·R&D,🔬,식품과학·영양·식품개발,"[""식품연구원"", ""식품공학담당"", ""식품개발담당"", ""조리과학연구원"", ""임상영양연구원""]",기타특화,False,JF_RND_03,2026-03-17T00:39:45,2026-03-23T00:00:00
JF_RND_04,FG_RND,18,연구·R&D,🔬,의료기기·헬스케어R&D,"[""의료기기개발자"", ""헬스케어R&D담당"", ""임상공학기사"", ""의공학연구원""]",기타특화,False,JF_RND_04,2026-03-17T00:39:45,2026-03-23T00:00:00
JF_MED_H02,FG_HEALTHCARE,19,의료·복지,🏥,간호조무사·보조인력,"[""간호조무사"", ""병동보조원"", ""외래보조원"", ""재활보조원"", ""요양병원보조인력""]",기타특화,False,JF_MED_H02,2026-03-17T00:39:45,2026-03-23T00:00:00
JF_MED_H04,FG_HEALTHCARE,19,의료·복지,🏥,병원행정·의료코디,"[""병원코디네이터"", ""원무행정담당"", ""의무기록사"", ""원무과직원"", ""의료·약무보조"", ""기타의료종사자""]",기타특화,False,JF_MED_H04,2026-03-17T00:39:45,2026-03-23T00:00:00
JF_SOC_01,FG_HEALTHCARE,19,의료·복지,🏥,사회복지사·요양보호사,"[""사회복지사"", ""요양보호사"", ""케어매니저"", ""생활지원사"", ""재활담당""]",기타특화,False,JF_SOC_01,2026-03-17T00:39:45,2026-03-23T00:00:00
JF_SOC_02,FG_HEALTHCARE,19,의료·복지,🏥,상담사·심리치료사,"[""상담사"", ""심리치료사"", ""직업상담사"", ""EAP상담사"", ""정신건강사회복지사""]",기타특화,False,JF_SOC_02,2026-03-17T00:39:45,2026-03-23T00:00:00
JF_EDU_01,FG_EDUCATION,20,교육,📚,유아·초중고 교사·보육교사,"[""유치원교사"", ""보육교사"", ""초등교사"", ""중학교교사"", ""고등학교교사"", ""특수교사"", ""교직원"", ""조교"", ""방과후교사""]",기타특화,False,JF_EDU_01,2026-03-17T00:39:45,2026-03-23T00:00:00
JF_EDU_02,FG_EDUCATION,20,교육,📚,대학교수·강사,"[""대학교수"", ""강사(대학)"", ""시간강사"", ""겸임교수"", ""초빙교수"", ""연구교수""]",기타특화,False,JF_EDU_02,2026-03-17T00:39:45,2026-03-23T00:00:00
JF_EDU_03,FG_EDUCATION,20,교육,📚,학원강사·과외·방문교사,"[""학원강사"", ""과외교사"", ""외국어강사"", ""기술·전문강사"", ""학습지·방문교사"", ""온라인강사"", ""튜터""]",기타특화,False,JF_EDU_03,2026-03-17T00:39:45,2026-03-23T00:00:00
JF_EDU_04,FG_EDUCATION,20,교육,📚,학원운영·교육상담,"[""학원운영담당"", ""학원상담사"", ""입시컨설턴트"", ""원장"", ""교육컨설턴트"", ""AI교육컨설턴트"", ""교육행정담당""]",기타특화,False,JF_EDU_04,2026-03-17T00:39:45,2026-03-23T00:00:00
JF_EDU_05,FG_EDUCATION,20,교육,📚,교육콘텐츠개발·러닝디자이너,"[""HRD강사"", ""기업교육강사"", ""교수설계자"", ""이러닝기획자"", ""러닝디자이너"", ""L&D담당"", ""교육콘텐츠개발자"", ""에듀테크기획자""]",전산업공통,False,JF_EDU_05,2026-03-17T00:39:45,2026-03-23T00:00:00
JF_EDU_06,FG_EDUCATION,20,교육,📚,이러닝·에듀테크개발,"[""이러닝개발자"", ""콘텐츠개발자"", ""SCORM개발자"", ""교육플랫폼개발"", ""Moodle운영자"", ""교재개발자""]",기타특화,False,JF_EDU_06,2026-03-17T00:39:45,2026-03-23T00:00:00
JF_PUB_01,FG_PUBLIC,21,공공·복지,🏛️,공무원·공공기관직,"[""공무원(국가직)"", ""공무원(지방직)"", ""공공기관직원"", ""사무관"", ""주무관"", ""정부부처담당""]",공공특화,False,JF_PUB_01,2026-03-17T00:39:45,2026-03-23T00:00:00
JF_PUB_02,FG_PUBLIC,21,공공·복지,🏛️,공공기관·준정부,"[""준정부기관담당"", ""기금운용담당"", ""공공기관기획"", ""위탁기관담당"", ""정책지원기관직원""]",공공특화,False,JF_PUB_02,2026-03-17T00:39:45,2026-03-23T00:00:00
JF_PUB_03,FG_PUBLIC,21,공공·복지,🏛️,NGO·비영리단체,"[""NGO담당"", ""비영리단체직원"", ""사회적기업담당"", ""사회공헌담당""]",공공특화,False,JF_PUB_03,2026-03-17T00:39:45,2026-03-23T00:00:00
JF_PUB_04,FG_PUBLIC,21,공공·복지,🏛️,군무원·경찰·소방,"[""군무원"", ""경찰행정직"", ""소방행정직"", ""교정직"", ""출입국심사관""]",공공특화,False,JF_PUB_04,2026-03-17T00:39:45,2026-03-23T00:00:00
JF_PUB_05,FG_PUBLIC,21,공공·복지,🏛️,보건·방역·사회서비스직,"[""방역기사"", ""방재기사"", ""자원봉사코디네이터"", ""보건교사"", ""공중보건담당"", ""공공시설관리원"", ""공공도서관직원""]",공공특화,False,JF_PUB_05,2026-03-17T00:39:45,2026-03-23T00:00:00
JF_PRO_01,FG_PROFESSIONAL,22,전문직·자격사,⚖️,변호사·법조인,"[""변호사"", ""사내변호사"", ""기업변호사"", ""검사출신변호사"", ""로펌변호사""]",전문직특화,False,JF_PRO_01,2026-03-23T00:00:00,2026-03-23T00:00:00
JF_PRO_02,FG_PROFESSIONAL,22,전문직·자격사,⚖️,법무사·공증·등기,"[""법무사"", ""공증담당"", ""등기전문가"", ""법무사사무원""]",전문직특화,False,JF_PRO_02,2026-03-23T00:00:00,2026-03-23T00:00:00
JF_PRO_03,FG_PROFESSIONAL,22,전문직·자격사,⚖️,변리사·IP전문가,"[""변리사"", ""특허변리사"", ""상표변리사"", ""IP전문변리사""]",전문직특화,False,JF_PRO_03,2026-03-23T00:00:00,2026-03-23T00:00:00
JF_PRO_04,FG_PROFESSIONAL,22,전문직·자격사,⚖️,공인노무사,"[""공인노무사"", ""노무법인소속노무사"", ""개업노무사""]",전문직특화,False,JF_PRO_04,2026-03-23T00:00:00,2026-03-23T00:00:00
JF_PRO_05,FG_PROFESSIONAL,22,전문직·자격사,⚖️,세무사·공인회계사,"[""세무사"", ""공인회계사(CPA)"", ""세무법인소속세무사"", ""회계법인소속회계사""]",전문직특화,False,JF_PRO_05,2026-03-23T00:00:00,2026-03-23T00:00:00
JF_PRO_06,FG_PROFESSIONAL,22,전문직·자격사,⚖️,감정평가사·공인중개사,"[""감정평가사"", ""공인중개사"", ""부동산감정전문가""]",전문직특화,False,JF_PRO_06,2026-03-23T00:00:00,2026-03-23T00:00:00
JF_PRO_07,FG_PROFESSIONAL,22,전문직·자격사,⚖️,의사·치과의사·한의사,"[""의사"", ""전공의"", ""치과의사"", ""한의사"", ""공중보건의""]",전문직특화,False,JF_PRO_07,2026-03-23T00:00:00,2026-03-23T00:00:00
JF_PRO_08,FG_PROFESSIONAL,22,전문직·자격사,⚖️,약사·한약사,"[""약사"", ""한약사"", ""병원약사"", ""조제약사"", ""임상약사""]",전문직특화,False,JF_PRO_08,2026-03-23T00:00:00,2026-03-23T00:00:00
JF_PRO_09,FG_PROFESSIONAL,22,전문직·자격사,⚖️,간호사(면허직),"[""간호사"", ""전문간호사"", ""PA간호사"", ""수술실간호사""]",전문직특화,False,JF_PRO_09,2026-03-23T00:00:00,2026-03-23T00:00:00
JF_PRO_10,FG_PROFESSIONAL,22,전문직·자격사,⚖️,의료기사·치료사(면허직),"[""임상병리사"", ""방사선사"", ""물리치료사"", ""작업치료사"", ""치과위생사""]",전문직특화,False,JF_PRO_10,2026-03-23T00:00:00,2026-03-23T00:00:00
JF_PRO_11,FG_PROFESSIONAL,22,전문직·자격사,⚖️,건축사·기술사,"[""건축사"", ""기술사"", ""감리전문가"", ""구조기술사""]",전문직특화,False,JF_PRO_11,2026-03-23T00:00:00,2026-03-23T00:00:00
JF_PRO_12,FG_PROFESSIONAL,22,전문직·자격사,⚖️,수의사,"[""수의사"", ""동물병원수의사"", ""수의직공무원"", ""검역관""]",전문직특화,False,JF_PRO_12,2026-03-23T00:00:00,2026-03-23T00:00:00
JF_AGR_01,FG_PRIMARY,23,농림수산,🌾,작물재배·스마트팜,"[""재배관리자"", ""농장운영자"", ""스마트팜운영자"", ""농업기사"", ""작물보호기사"", ""농업법인담당""]",기타특화,False,JF_AGR_01,2026-03-23T00:00:00,2026-03-23T00:00:00
JF_AGR_02,FG_PRIMARY,23,농림수산,🌾,축산·낙농,"[""축산기사"", ""낙농담당"", ""가축관리원"", ""축산법인담당"", ""동물보조인력"", ""사양관리사""]",기타특화,False,JF_AGR_02,2026-03-23T00:00:00,2026-03-23T00:00:00
JF_AGR_03,FG_PRIMARY,23,농림수산,🌾,어업·양식,"[""어선원"", ""양식담당"", ""수산기사"", ""내수면어업종사자"", ""수산물생산원"", ""양식장관리원""]",기타특화,False,JF_AGR_03,2026-03-23T00:00:00,2026-03-23T00:00:00
JF_AGR_04,FG_PRIMARY,23,농림수산,🌾,임업·산림,"[""임업기사"", ""산림보호원"", ""벌목기사"", ""조림담당"", ""산림경영사"", ""임산물채취원""]",기타특화,False,JF_AGR_04,2026-03-23T00:00:00,2026-03-23T00:00:00
JF_AGR_05,FG_PRIMARY,23,농림수산,🌾,농림수산 지원서비스,"[""농산물선별원"", ""수확보조원"", ""수산물현장처리원"", ""농기계수리사"", ""농산물유통담당"", ""작물재배지원원""]",기타특화,False,JF_AGR_05,2026-03-23T00:00:00,2026-03-23T00:00:00
