company_name,group_name,size,corp_type,db_source,source_description
다원파워트론,,중견기업,일반 사기업,MME_DB,중견기업정보마당 확인서 발급 기업 (2026-03-24 기준 유효)
다이닝브랜즈그룹,,중견기업,일반 사기업,MME_DB,중견기업정보마당 확인서 발급 기업 (2026-03-24 기준 유효)
다이요잉크프로덕츠,,중견기업,일반 사기업,MME_DB,중견기업정보마당 확인서 발급 기업 (2026-03-24 기준 유효)
다이토키스코,,중견기업,일반 사기업,MME_DB,중견기업정보마당 확인서 발급 기업 (2026-03-24 기준 유효)
다이후쿠코리아,,중견기업,일반 사기업,MME_DB,중견기업정보마당 확인서 발급 기업 (2026-03-24 기준 유효)
다인정공,,중견기업,일반 사기업,MME_DB,중견기업정보마당 확인서 발급 기업 (2026-03-24 기준 유효)
다향팜 농업회사법인,,중견기업,일반 사기업,MME_DB,중견기업정보마당 확인서 발급 기업 (2026-03-24 기준 유효)
다향포크,,중견기업,일반 사기업,MME_DB,중견기업정보마당 확인서 발급 기업 (2026-03-24 기준 유효)
닥터스텍,,중견기업,일반 사기업,MME_DB,중견기업정보마당 확인서 발급 기업 (2026-03-24 기준 유효)
닷스테이션,,중견기업,일반 사기업,MME_DB,중견기업정보마당 확인서 발급 기업 (2026-03-24 기준 유효)
대경건설,,중견기업,일반 사기업,MME_DB,중견기업정보마당 확인서 발급 기업 (2026-03-24 기준 유효)
대경오앤티,,중견기업,일반 사기업,MME_DB,중견기업정보마당 확인서 발급 기업 (2026-03-24 기준 유효)
대광건영,,중견기업,일반 사기업,MME_DB,중견기업정보마당 확인서 발급 기업 (2026-03-24 기준 유효)
대광자원,,중견기업,일반 사기업,MME_DB,중견기업정보마당 확인서 발급 기업 (2026-03-24 기준 유효)
대교,,중견기업,일반 사기업,MME_DB,중견기업정보마당 확인서 발급 기업 (2026-03-24 기준 유효)
대교뉴이프,,중견기업,일반 사기업,MME_DB,중견기업정보마당 확인서 발급 기업 (2026-03-24 기준 유효)
대교디앤에스,,중견기업,일반 사기업,MME_DB,중견기업정보마당 확인서 발급 기업 (2026-03-24 기준 유효)
대교에듀베이션,,중견기업,일반 사기업,MME_DB,중견기업정보마당 확인서 발급 기업 (2026-03-24 기준 유효)
대교에듀캠프,,중견기업,일반 사기업,MME_DB,중견기업정보마당 확인서 발급 기업 (2026-03-24 기준 유효)
대교에듀캠프경기,,중견기업,일반 사기업,MME_DB,중견기업정보마당 확인서 발급 기업 (2026-03-24 기준 유효)
대교에듀캠프울산,,중견기업,일반 사기업,MME_DB,중견기업정보마당 확인서 발급 기업 (2026-03-24 기준 유효)
대구농산,,중견기업,일반 사기업,MME_DB,중견기업정보마당 확인서 발급 기업 (2026-03-24 기준 유효)
대구문화방송,,중견기업,일반 사기업,MME_DB,중견기업정보마당 확인서 발급 기업 (2026-03-24 기준 유효)
대농,,중견기업,일반 사기업,MME_DB,중견기업정보마당 확인서 발급 기업 (2026-03-24 기준 유효)
대농어패럴,,중견기업,일반 사기업,MME_DB,중견기업정보마당 확인서 발급 기업 (2026-03-24 기준 유효)
대덕강업,,중견기업,일반 사기업,MME_DB,중견기업정보마당 확인서 발급 기업 (2026-03-24 기준 유효)
대덕전자,,중견기업,일반 사기업,MME_DB,중견기업정보마당 확인서 발급 기업 (2026-03-24 기준 유효)
대덕휴비즈,,중견기업,일반 사기업,MME_DB,중견기업정보마당 확인서 발급 기업 (2026-03-24 기준 유효)
대동,,중견기업,일반 사기업,MME_DB,중견기업정보마당 확인서 발급 기업 (2026-03-24 기준 유효)
대동금속,,중견기업,일반 사기업,MME_DB,중견기업정보마당 확인서 발급 기업 (2026-03-24 기준 유효)
대동기어,,중견기업,일반 사기업,MME_DB,중견기업정보마당 확인서 발급 기업 (2026-03-24 기준 유효)
대동도어,,중견기업,일반 사기업,MME_DB,중견기업정보마당 확인서 발급 기업 (2026-03-24 기준 유효)
대동로보틱스,,중견기업,일반 사기업,MME_DB,중견기업정보마당 확인서 발급 기업 (2026-03-24 기준 유효)
대동모벨시스템,,중견기업,일반 사기업,MME_DB,중견기업정보마당 확인서 발급 기업 (2026-03-24 기준 유효)
대동모빌리티,,중견기업,일반 사기업,MME_DB,중견기업정보마당 확인서 발급 기업 (2026-03-24 기준 유효)
대동시스템,,중견기업,일반 사기업,MME_DB,중견기업정보마당 확인서 발급 기업 (2026-03-24 기준 유효)
대동애그테크,,중견기업,일반 사기업,MME_DB,중견기업정보마당 확인서 발급 기업 (2026-03-24 기준 유효)
대동에이아이랩,,중견기업,일반 사기업,MME_DB,중견기업정보마당 확인서 발급 기업 (2026-03-24 기준 유효)
대동하이렉스,,중견기업,일반 사기업,MME_DB,중견기업정보마당 확인서 발급 기업 (2026-03-24 기준 유효)
대륙금속,,중견기업,일반 사기업,MME_DB,중견기업정보마당 확인서 발급 기업 (2026-03-24 기준 유효)
대륙제관,,중견기업,일반 사기업,MME_DB,중견기업정보마당 확인서 발급 기업 (2026-03-24 기준 유효)
대륜발전,,중견기업,일반 사기업,MME_DB,중견기업정보마당 확인서 발급 기업 (2026-03-24 기준 유효)
대륜이엔에스,,중견기업,일반 사기업,MME_DB,중견기업정보마당 확인서 발급 기업 (2026-03-24 기준 유효)
대륭개발,,중견기업,일반 사기업,MME_DB,중견기업정보마당 확인서 발급 기업 (2026-03-24 기준 유효)
대림바스,,중견기업,일반 사기업,MME_DB,중견기업정보마당 확인서 발급 기업 (2026-03-24 기준 유효)
대림바토스,,중견기업,일반 사기업,MME_DB,중견기업정보마당 확인서 발급 기업 (2026-03-24 기준 유효)
대림통상,,중견기업,일반 사기업,MME_DB,중견기업정보마당 확인서 발급 기업 (2026-03-24 기준 유효)
대명건설,,중견기업,일반 사기업,MME_DB,중견기업정보마당 확인서 발급 기업 (2026-03-24 기준 유효)
대명에너지,,중견기업,일반 사기업,MME_DB,중견기업정보마당 확인서 발급 기업 (2026-03-24 기준 유효)
대명전선,,중견기업,일반 사기업,MME_DB,중견기업정보마당 확인서 발급 기업 (2026-03-24 기준 유효)
대명지이씨,,중견기업,일반 사기업,MME_DB,중견기업정보마당 확인서 발급 기업 (2026-03-24 기준 유효)
대명화학,,중견기업,일반 사기업,MME_DB,중견기업정보마당 확인서 발급 기업 (2026-03-24 기준 유효)
대보건설,,중견기업,일반 사기업,MME_DB,중견기업정보마당 확인서 발급 기업 (2026-03-24 기준 유효)
대보에너지솔루션,,중견기업,일반 사기업,MME_DB,중견기업정보마당 확인서 발급 기업 (2026-03-24 기준 유효)
대보유통,,중견기업,일반 사기업,MME_DB,중견기업정보마당 확인서 발급 기업 (2026-03-24 기준 유효)
대보정보통신,,중견기업,일반 사기업,MME_DB,중견기업정보마당 확인서 발급 기업 (2026-03-24 기준 유효)
대산에프앤비,,중견기업,일반 사기업,MME_DB,중견기업정보마당 확인서 발급 기업 (2026-03-24 기준 유효)
대산화학,,중견기업,일반 사기업,MME_DB,중견기업정보마당 확인서 발급 기업 (2026-03-24 기준 유효)
대상,,중견기업,일반 사기업,MME_DB,중견기업정보마당 확인서 발급 기업 (2026-03-24 기준 유효)
대상건설,,중견기업,일반 사기업,MME_DB,중견기업정보마당 확인서 발급 기업 (2026-03-24 기준 유효)
대상다이브스,,중견기업,일반 사기업,MME_DB,중견기업정보마당 확인서 발급 기업 (2026-03-24 기준 유효)
대상마리비온,,중견기업,일반 사기업,MME_DB,중견기업정보마당 확인서 발급 기업 (2026-03-24 기준 유효)
대상에스티,,중견기업,일반 사기업,MME_DB,중견기업정보마당 확인서 발급 기업 (2026-03-24 기준 유효)
대상웰라이프,,중견기업,일반 사기업,MME_DB,중견기업정보마당 확인서 발급 기업 (2026-03-24 기준 유효)
대상테크롤,,중견기업,일반 사기업,MME_DB,중견기업정보마당 확인서 발급 기업 (2026-03-24 기준 유효)
대상푸드플러스,,중견기업,일반 사기업,MME_DB,중견기업정보마당 확인서 발급 기업 (2026-03-24 기준 유효)
대상홀딩스,,중견기업,일반 사기업,MME_DB,중견기업정보마당 확인서 발급 기업 (2026-03-24 기준 유효)
대선이엔씨,,중견기업,일반 사기업,MME_DB,중견기업정보마당 확인서 발급 기업 (2026-03-24 기준 유효)
대선조선,,중견기업,일반 사기업,MME_DB,중견기업정보마당 확인서 발급 기업 (2026-03-24 기준 유효)
대선주조,,중견기업,일반 사기업,MME_DB,중견기업정보마당 확인서 발급 기업 (2026-03-24 기준 유효)
대성계전,,중견기업,일반 사기업,MME_DB,중견기업정보마당 확인서 발급 기업 (2026-03-24 기준 유효)
대성금속,,중견기업,일반 사기업,MME_DB,중견기업정보마당 확인서 발급 기업 (2026-03-24 기준 유효)
대성나찌유압공업,,중견기업,일반 사기업,MME_DB,중견기업정보마당 확인서 발급 기업 (2026-03-24 기준 유효)
대성문,,중견기업,일반 사기업,MME_DB,중견기업정보마당 확인서 발급 기업 (2026-03-24 기준 유효)
대성사,,중견기업,일반 사기업,MME_DB,중견기업정보마당 확인서 발급 기업 (2026-03-24 기준 유효)
대성산업,,중견기업,일반 사기업,MME_DB,중견기업정보마당 확인서 발급 기업 (2026-03-24 기준 유효)
대성스틸,,중견기업,일반 사기업,MME_DB,중견기업정보마당 확인서 발급 기업 (2026-03-24 기준 유효)
대성실업,,중견기업,일반 사기업,MME_DB,중견기업정보마당 확인서 발급 기업 (2026-03-24 기준 유효)
대성쎌틱에너시스,,중견기업,일반 사기업,MME_DB,중견기업정보마당 확인서 발급 기업 (2026-03-24 기준 유효)
대성씨앤에스,,중견기업,일반 사기업,MME_DB,중견기업정보마당 확인서 발급 기업 (2026-03-24 기준 유효)
대성에너지,,중견기업,일반 사기업,MME_DB,중견기업정보마당 확인서 발급 기업 (2026-03-24 기준 유효)
대성히트에너시스,,중견기업,일반 사기업,MME_DB,중견기업정보마당 확인서 발급 기업 (2026-03-24 기준 유효)
대승,,중견기업,일반 사기업,MME_DB,중견기업정보마당 확인서 발급 기업 (2026-03-24 기준 유효)
대승정밀,,중견기업,일반 사기업,MME_DB,중견기업정보마당 확인서 발급 기업 (2026-03-24 기준 유효)
대신기공,,중견기업,일반 사기업,MME_DB,중견기업정보마당 확인서 발급 기업 (2026-03-24 기준 유효)
대신기업,,중견기업,일반 사기업,MME_DB,중견기업정보마당 확인서 발급 기업 (2026-03-24 기준 유효)
대신육가공,,중견기업,일반 사기업,MME_DB,중견기업정보마당 확인서 발급 기업 (2026-03-24 기준 유효)
대신전선,,중견기업,일반 사기업,MME_DB,중견기업정보마당 확인서 발급 기업 (2026-03-24 기준 유효)
대신정보통신,,중견기업,일반 사기업,MME_DB,중견기업정보마당 확인서 발급 기업 (2026-03-24 기준 유효)
대아이앤씨,,중견기업,일반 사기업,MME_DB,중견기업정보마당 확인서 발급 기업 (2026-03-24 기준 유효)
대양금속,,중견기업,일반 사기업,MME_DB,중견기업정보마당 확인서 발급 기업 (2026-03-24 기준 유효)
대양이티에스,,중견기업,일반 사기업,MME_DB,중견기업정보마당 확인서 발급 기업 (2026-03-24 기준 유효)
대양전기공업,,중견기업,일반 사기업,MME_DB,중견기업정보마당 확인서 발급 기업 (2026-03-24 기준 유효)
대양제지공업,,중견기업,일반 사기업,MME_DB,중견기업정보마당 확인서 발급 기업 (2026-03-24 기준 유효)
대양판지,,중견기업,일반 사기업,MME_DB,중견기업정보마당 확인서 발급 기업 (2026-03-24 기준 유효)
대연,,중견기업,일반 사기업,MME_DB,중견기업정보마당 확인서 발급 기업 (2026-03-24 기준 유효)
대연인터내셔널,,중견기업,일반 사기업,MME_DB,중견기업정보마당 확인서 발급 기업 (2026-03-24 기준 유효)
대영섬유,,중견기업,일반 사기업,MME_DB,중견기업정보마당 확인서 발급 기업 (2026-03-24 기준 유효)
대영식품,,중견기업,일반 사기업,MME_DB,중견기업정보마당 확인서 발급 기업 (2026-03-24 기준 유효)
대영알미늄,,중견기업,일반 사기업,MME_DB,중견기업정보마당 확인서 발급 기업 (2026-03-24 기준 유효)
대영오앤이,,중견기업,일반 사기업,MME_DB,중견기업정보마당 확인서 발급 기업 (2026-03-24 기준 유효)
대영전자,,중견기업,일반 사기업,MME_DB,중견기업정보마당 확인서 발급 기업 (2026-03-24 기준 유효)
대영포장,,중견기업,일반 사기업,MME_DB,중견기업정보마당 확인서 발급 기업 (2026-03-24 기준 유효)
대왕석유무역,,중견기업,일반 사기업,MME_DB,중견기업정보마당 확인서 발급 기업 (2026-03-24 기준 유효)
대용무역,,중견기업,일반 사기업,MME_DB,중견기업정보마당 확인서 발급 기업 (2026-03-24 기준 유효)
대우공업,,중견기업,일반 사기업,MME_DB,중견기업정보마당 확인서 발급 기업 (2026-03-24 기준 유효)
대우로지스틱스,,중견기업,일반 사기업,MME_DB,중견기업정보마당 확인서 발급 기업 (2026-03-24 기준 유효)
대우산업개발,,중견기업,일반 사기업,MME_DB,중견기업정보마당 확인서 발급 기업 (2026-03-24 기준 유효)
대우조선해양건설,,중견기업,일반 사기업,MME_DB,중견기업정보마당 확인서 발급 기업 (2026-03-24 기준 유효)
대웅,,중견기업,일반 사기업,MME_DB,중견기업정보마당 확인서 발급 기업 (2026-03-24 기준 유효)
대웅경영개발원,,중견기업,일반 사기업,MME_DB,중견기업정보마당 확인서 발급 기업 (2026-03-24 기준 유효)
대웅바이오,,중견기업,일반 사기업,MME_DB,중견기업정보마당 확인서 발급 기업 (2026-03-24 기준 유효)
대웅이엔지,,중견기업,일반 사기업,MME_DB,중견기업정보마당 확인서 발급 기업 (2026-03-24 기준 유효)
대웅제약,,중견기업,일반 사기업,MME_DB,중견기업정보마당 확인서 발급 기업 (2026-03-24 기준 유효)
대웅테라퓨틱스,,중견기업,일반 사기업,MME_DB,중견기업정보마당 확인서 발급 기업 (2026-03-24 기준 유효)
대웅펫,,중견기업,일반 사기업,MME_DB,중견기업정보마당 확인서 발급 기업 (2026-03-24 기준 유효)
대원고속,,중견기업,일반 사기업,MME_DB,중견기업정보마당 확인서 발급 기업 (2026-03-24 기준 유효)
대원교통,,중견기업,일반 사기업,MME_DB,중견기업정보마당 확인서 발급 기업 (2026-03-24 기준 유효)
대원미디어,,중견기업,일반 사기업,MME_DB,중견기업정보마당 확인서 발급 기업 (2026-03-24 기준 유효)
대원바이오텍,,중견기업,일반 사기업,MME_DB,중견기업정보마당 확인서 발급 기업 (2026-03-24 기준 유효)
대원산업,,중견기업,일반 사기업,MME_DB,중견기업정보마당 확인서 발급 기업 (2026-03-24 기준 유효)
대원씨티에스,,중견기업,일반 사기업,MME_DB,중견기업정보마당 확인서 발급 기업 (2026-03-24 기준 유효)
대원알텍,,중견기업,일반 사기업,MME_DB,중견기업정보마당 확인서 발급 기업 (2026-03-24 기준 유효)
대원여객,,중견기업,일반 사기업,MME_DB,중견기업정보마당 확인서 발급 기업 (2026-03-24 기준 유효)
대원운수,,중견기업,일반 사기업,MME_DB,중견기업정보마당 확인서 발급 기업 (2026-03-24 기준 유효)
대원전선,,중견기업,일반 사기업,MME_DB,중견기업정보마당 확인서 발급 기업 (2026-03-24 기준 유효)
대원제약,,중견기업,일반 사기업,MME_DB,중견기업정보마당 확인서 발급 기업 (2026-03-24 기준 유효)
대원총업,,중견기업,일반 사기업,MME_DB,중견기업정보마당 확인서 발급 기업 (2026-03-24 기준 유효)
대원케미칼,,중견기업,일반 사기업,MME_DB,중견기업정보마당 확인서 발급 기업 (2026-03-24 기준 유효)
대원합금,,중견기업,일반 사기업,MME_DB,중견기업정보마당 확인서 발급 기업 (2026-03-24 기준 유효)
대원헬스케어,,중견기업,일반 사기업,MME_DB,중견기업정보마당 확인서 발급 기업 (2026-03-24 기준 유효)
대원화성,,중견기업,일반 사기업,MME_DB,중견기업정보마당 확인서 발급 기업 (2026-03-24 기준 유효)
대유에이텍,,중견기업,일반 사기업,MME_DB,중견기업정보마당 확인서 발급 기업 (2026-03-24 기준 유효)
대일양행,,중견기업,일반 사기업,MME_DB,중견기업정보마당 확인서 발급 기업 (2026-03-24 기준 유효)
대일이노텍,,중견기업,일반 사기업,MME_DB,중견기업정보마당 확인서 발급 기업 (2026-03-24 기준 유효)
대자인병원,,중견기업,일반 사기업,MME_DB,중견기업정보마당 확인서 발급 기업 (2026-03-24 기준 유효)
대저건설,,중견기업,일반 사기업,MME_DB,중견기업정보마당 확인서 발급 기업 (2026-03-24 기준 유효)
대저페리,,중견기업,일반 사기업,MME_DB,중견기업정보마당 확인서 발급 기업 (2026-03-24 기준 유효)
대저해운,,중견기업,일반 사기업,MME_DB,중견기업정보마당 확인서 발급 기업 (2026-03-24 기준 유효)
대전동원약품,,중견기업,일반 사기업,MME_DB,중견기업정보마당 확인서 발급 기업 (2026-03-24 기준 유효)
대전문화방송,,중견기업,일반 사기업,MME_DB,중견기업정보마당 확인서 발급 기업 (2026-03-24 기준 유효)
대정화금,,중견기업,일반 사기업,MME_DB,중견기업정보마당 확인서 발급 기업 (2026-03-24 기준 유효)
대주약품,,중견기업,일반 사기업,MME_DB,중견기업정보마당 확인서 발급 기업 (2026-03-24 기준 유효)
대주전자재료,,중견기업,일반 사기업,MME_DB,중견기업정보마당 확인서 발급 기업 (2026-03-24 기준 유효)
대주정공,,중견기업,일반 사기업,MME_DB,중견기업정보마당 확인서 발급 기업 (2026-03-24 기준 유효)
대주중공업,,중견기업,일반 사기업,MME_DB,중견기업정보마당 확인서 발급 기업 (2026-03-24 기준 유효)
대주코레스,,중견기업,일반 사기업,MME_DB,중견기업정보마당 확인서 발급 기업 (2026-03-24 기준 유효)
대주회계법인,,중견기업,일반 사기업,MME_DB,중견기업정보마당 확인서 발급 기업 (2026-03-24 기준 유효)
대지철강,,중견기업,일반 사기업,MME_DB,중견기업정보마당 확인서 발급 기업 (2026-03-24 기준 유효)
대진반도체,,중견기업,일반 사기업,MME_DB,중견기업정보마당 확인서 발급 기업 (2026-03-24 기준 유효)
대창,,중견기업,일반 사기업,MME_DB,중견기업정보마당 확인서 발급 기업 (2026-03-24 기준 유효)
대창기업,,중견기업,일반 사기업,MME_DB,중견기업정보마당 확인서 발급 기업 (2026-03-24 기준 유효)
대창단조,,중견기업,일반 사기업,MME_DB,중견기업정보마당 확인서 발급 기업 (2026-03-24 기준 유효)
대창스틸,,중견기업,일반 사기업,MME_DB,중견기업정보마당 확인서 발급 기업 (2026-03-24 기준 유효)
대하,,중견기업,일반 사기업,MME_DB,중견기업정보마당 확인서 발급 기업 (2026-03-24 기준 유효)
대하기업,,중견기업,일반 사기업,MME_DB,중견기업정보마당 확인서 발급 기업 (2026-03-24 기준 유효)
대하산업개발,,중견기업,일반 사기업,MME_DB,중견기업정보마당 확인서 발급 기업 (2026-03-24 기준 유효)
대학내일,,중견기업,일반 사기업,MME_DB,중견기업정보마당 확인서 발급 기업 (2026-03-24 기준 유효)
대한감정평가법인,,중견기업,일반 사기업,MME_DB,중견기업정보마당 확인서 발급 기업 (2026-03-24 기준 유효)
대한강업,,중견기업,일반 사기업,MME_DB,중견기업정보마당 확인서 발급 기업 (2026-03-24 기준 유효)
대한광통신,,중견기업,일반 사기업,MME_DB,중견기업정보마당 확인서 발급 기업 (2026-03-24 기준 유효)
대한금속,,중견기업,일반 사기업,MME_DB,중견기업정보마당 확인서 발급 기업 (2026-03-24 기준 유효)
대한뉴팜,,중견기업,일반 사기업,MME_DB,중견기업정보마당 확인서 발급 기업 (2026-03-24 기준 유효)
대한메탈,,중견기업,일반 사기업,MME_DB,중견기업정보마당 확인서 발급 기업 (2026-03-24 기준 유효)
대한방직,,중견기업,일반 사기업,MME_DB,중견기업정보마당 확인서 발급 기업 (2026-03-24 기준 유효)
대한사료,,중견기업,일반 사기업,MME_DB,중견기업정보마당 확인서 발급 기업 (2026-03-24 기준 유효)
대한세라믹스,,중견기업,일반 사기업,MME_DB,중견기업정보마당 확인서 발급 기업 (2026-03-24 기준 유효)
대한소결금속,,중견기업,일반 사기업,MME_DB,중견기업정보마당 확인서 발급 기업 (2026-03-24 기준 유효)
대한솔루션,,중견기업,일반 사기업,MME_DB,중견기업정보마당 확인서 발급 기업 (2026-03-24 기준 유효)
대한시멘트,,중견기업,일반 사기업,MME_DB,중견기업정보마당 확인서 발급 기업 (2026-03-24 기준 유효)
대한싸이로,,중견기업,일반 사기업,MME_DB,중견기업정보마당 확인서 발급 기업 (2026-03-24 기준 유효)
대한약품공업,,중견기업,일반 사기업,MME_DB,중견기업정보마당 확인서 발급 기업 (2026-03-24 기준 유효)
대한에프에쓰에쓰,,중견기업,일반 사기업,MME_DB,중견기업정보마당 확인서 발급 기업 (2026-03-24 기준 유효)
대한유화,,중견기업,일반 사기업,MME_DB,중견기업정보마당 확인서 발급 기업 (2026-03-24 기준 유효)
대한이엔지,,중견기업,일반 사기업,MME_DB,중견기업정보마당 확인서 발급 기업 (2026-03-24 기준 유효)
대한제강,,중견기업,일반 사기업,MME_DB,중견기업정보마당 확인서 발급 기업 (2026-03-24 기준 유효)
대한제당,,중견기업,일반 사기업,MME_DB,중견기업정보마당 확인서 발급 기업 (2026-03-24 기준 유효)
대한제분,,중견기업,일반 사기업,MME_DB,중견기업정보마당 확인서 발급 기업 (2026-03-24 기준 유효)
대한제지,,중견기업,일반 사기업,MME_DB,중견기업정보마당 확인서 발급 기업 (2026-03-24 기준 유효)
대한조선,,중견기업,일반 사기업,MME_DB,중견기업정보마당 확인서 발급 기업 (2026-03-24 기준 유효)
대한주정판매,,중견기업,일반 사기업,MME_DB,중견기업정보마당 확인서 발급 기업 (2026-03-24 기준 유효)
대한케이블,,중견기업,일반 사기업,MME_DB,중견기업정보마당 확인서 발급 기업 (2026-03-24 기준 유효)
대한파카라이징,,중견기업,일반 사기업,MME_DB,중견기업정보마당 확인서 발급 기업 (2026-03-24 기준 유효)
대한화섬,,중견기업,일반 사기업,MME_DB,중견기업정보마당 확인서 발급 기업 (2026-03-24 기준 유효)
대현,,중견기업,일반 사기업,MME_DB,중견기업정보마당 확인서 발급 기업 (2026-03-24 기준 유효)
대현에스티,,중견기업,일반 사기업,MME_DB,중견기업정보마당 확인서 발급 기업 (2026-03-24 기준 유효)
대협철강,,중견기업,일반 사기업,MME_DB,중견기업정보마당 확인서 발급 기업 (2026-03-24 기준 유효)
대혜건축,,중견기업,일반 사기업,MME_DB,중견기업정보마당 확인서 발급 기업 (2026-03-24 기준 유효)
대호기계공업,,중견기업,일반 사기업,MME_DB,중견기업정보마당 확인서 발급 기업 (2026-03-24 기준 유효)
대호특수강,,중견기업,일반 사기업,MME_DB,중견기업정보마당 확인서 발급 기업 (2026-03-24 기준 유효)
대화감정평가법인,,중견기업,일반 사기업,MME_DB,중견기업정보마당 확인서 발급 기업 (2026-03-24 기준 유효)
대화제약,,중견기업,일반 사기업,MME_DB,중견기업정보마당 확인서 발급 기업 (2026-03-24 기준 유효)
대흥알앤티,,중견기업,일반 사기업,MME_DB,중견기업정보마당 확인서 발급 기업 (2026-03-24 기준 유효)
댄포스코리아,,중견기업,일반 사기업,MME_DB,중견기업정보마당 확인서 발급 기업 (2026-03-24 기준 유효)
더 케이텍,,중견기업,일반 사기업,MME_DB,중견기업정보마당 확인서 발급 기업 (2026-03-24 기준 유효)
더네이쳐홀딩스,,중견기업,일반 사기업,MME_DB,중견기업정보마당 확인서 발급 기업 (2026-03-24 기준 유효)
더리본,,중견기업,일반 사기업,MME_DB,중견기업정보마당 확인서 발급 기업 (2026-03-24 기준 유효)
더마펌,,중견기업,일반 사기업,MME_DB,중견기업정보마당 확인서 발급 기업 (2026-03-24 기준 유효)
더본종합건설,,중견기업,일반 사기업,MME_DB,중견기업정보마당 확인서 발급 기업 (2026-03-24 기준 유효)
더본코리아,,중견기업,일반 사기업,MME_DB,중견기업정보마당 확인서 발급 기업 (2026-03-24 기준 유효)
더블다운인터액티브,,중견기업,일반 사기업,MME_DB,중견기업정보마당 확인서 발급 기업 (2026-03-24 기준 유효)
더블유게임즈,,중견기업,일반 사기업,MME_DB,중견기업정보마당 확인서 발급 기업 (2026-03-24 기준 유효)
더블유서비스네트워크,,중견기업,일반 사기업,MME_DB,중견기업정보마당 확인서 발급 기업 (2026-03-24 기준 유효)
더블유쇼핑,,중견기업,일반 사기업,MME_DB,중견기업정보마당 확인서 발급 기업 (2026-03-24 기준 유효)
더블유스코프코리아,,중견기업,일반 사기업,MME_DB,중견기업정보마당 확인서 발급 기업 (2026-03-24 기준 유효)
더블유씨피,,중견기업,일반 사기업,MME_DB,중견기업정보마당 확인서 발급 기업 (2026-03-24 기준 유효)
더블유피지코리아,,중견기업,일반 사기업,MME_DB,중견기업정보마당 확인서 발급 기업 (2026-03-24 기준 유효)
더스텔라,,중견기업,일반 사기업,MME_DB,중견기업정보마당 확인서 발급 기업 (2026-03-24 기준 유효)
더존비즈온,,중견기업,일반 사기업,MME_DB,중견기업정보마당 확인서 발급 기업 (2026-03-24 기준 유효)
더킨피드,,중견기업,일반 사기업,MME_DB,중견기업정보마당 확인서 발급 기업 (2026-03-24 기준 유효)
더파아랑,,중견기업,일반 사기업,MME_DB,중견기업정보마당 확인서 발급 기업 (2026-03-24 기준 유효)
더퍼스트게이트,,중견기업,일반 사기업,MME_DB,중견기업정보마당 확인서 발급 기업 (2026-03-24 기준 유효)
더핑크퐁컴퍼니,,중견기업,일반 사기업,MME_DB,중견기업정보마당 확인서 발급 기업 (2026-03-24 기준 유효)
덕산네오룩스,,중견기업,일반 사기업,MME_DB,중견기업정보마당 확인서 발급 기업 (2026-03-24 기준 유효)
덕산지에스,,중견기업,일반 사기업,MME_DB,중견기업정보마당 확인서 발급 기업 (2026-03-24 기준 유효)
덕산하이메탈,,중견기업,일반 사기업,MME_DB,중견기업정보마당 확인서 발급 기업 (2026-03-24 기준 유효)
덕신건업,,중견기업,일반 사기업,MME_DB,중견기업정보마당 확인서 발급 기업 (2026-03-24 기준 유효)
덕신이피씨,,중견기업,일반 사기업,MME_DB,중견기업정보마당 확인서 발급 기업 (2026-03-24 기준 유효)
덕양산업,,중견기업,일반 사기업,MME_DB,중견기업정보마당 확인서 발급 기업 (2026-03-24 기준 유효)
덕양에너지,,중견기업,일반 사기업,MME_DB,중견기업정보마당 확인서 발급 기업 (2026-03-24 기준 유효)
덕우세미텍,,중견기업,일반 사기업,MME_DB,중견기업정보마당 확인서 발급 기업 (2026-03-24 기준 유효)
덕우전자,,중견기업,일반 사기업,MME_DB,중견기업정보마당 확인서 발급 기업 (2026-03-24 기준 유효)
덕원산업,,중견기업,일반 사기업,MME_DB,중견기업정보마당 확인서 발급 기업 (2026-03-24 기준 유효)
덕원이앤씨,,중견기업,일반 사기업,MME_DB,중견기업정보마당 확인서 발급 기업 (2026-03-24 기준 유효)
덕일산업,,중견기업,일반 사기업,MME_DB,중견기업정보마당 확인서 발급 기업 (2026-03-24 기준 유효)
덕일오토모티브,,중견기업,일반 사기업,MME_DB,중견기업정보마당 확인서 발급 기업 (2026-03-24 기준 유효)
덕진토건,,중견기업,일반 사기업,MME_DB,중견기업정보마당 확인서 발급 기업 (2026-03-24 기준 유효)
데브시스터즈,,중견기업,일반 사기업,MME_DB,중견기업정보마당 확인서 발급 기업 (2026-03-24 기준 유효)
데이블,,중견기업,일반 사기업,MME_DB,중견기업정보마당 확인서 발급 기업 (2026-03-24 기준 유효)
데이원컴퍼니,,중견기업,일반 사기업,MME_DB,중견기업정보마당 확인서 발급 기업 (2026-03-24 기준 유효)
데이타솔루션,,중견기업,일반 사기업,MME_DB,중견기업정보마당 확인서 발급 기업 (2026-03-24 기준 유효)
데일리앤코,,중견기업,일반 사기업,MME_DB,중견기업정보마당 확인서 발급 기업 (2026-03-24 기준 유효)
데크라코리아,,중견기업,일반 사기업,MME_DB,중견기업정보마당 확인서 발급 기업 (2026-03-24 기준 유효)
덴티움,,중견기업,일반 사기업,MME_DB,중견기업정보마당 확인서 발급 기업 (2026-03-24 기준 유효)
